Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndTime,Termination,Moves
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,5,Philofive,IMRosen,1-0,2269,2032,180+2,12:07:59 PST,Philofive won by resignation,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,f8e7,e2e3,e8g8,g1f3,a7a6,a1c1,b8d7,d1c2,d5c4,f1c4,b7b5,c4d3,h7h6,g5f6,d7f6,c3e4,f6d5,a2a3,b5b4,a3a4,c8b7,e1g1,a8c8,f3e5,e7d6,e5c6,d8d7,c6a5,b7a8,d3a6,c8b8,a6b5,d7e7,a5c6,a8c6,c2c6,d6h2,g1h2,e7h4,h2g1,h4e4,b5e2,b8b6,c6c2,e4c2,c1c2,b4b3,c2c4,f8a8,f1a1,a8a5,e2f3,b6a6,f3d5,e6d5,c4c7,a6b6,c7c5,a5c5,d4c5,b6c6,a4a5,c6c5,a5a6,c5c8,a6a7,c8a8,g1f1,g8f8,f1e2,f8e7,e2d3,e7d7,d3c3,d7c7,c3b3,c7b7,b3c3,a8c8,c3d3,b7a8,g2g4,c8c4,f2f3,c4b4,d3c3,b4b7,a1a2,g7g6,c3d4,b7b5,d4e5,h6h5,g4h5,g6h5,e5f4,b5b3,a2a5,h5h4,a5d5,b3b4,e3e4,b4b2,d5d7,h4h3,d7f7,h3h2,f7h7,b2g2,f4f5,g2f2,f3f4,f2g2,e4e5,g2e2,f5f6,e2f2,f4f5,f2b2,e5e6,b2e2,f6e7,a8a7,f5f6,e2b2,f6f7,a7a6,h7h5,b2b7,e7f6,b7b8,h5h2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,5,AUSSIE_PINOY,NMLuo,0-1,2262,2141,180+2,12:08:28 PST,NMLuo won by resignation,"d2d4,g8f6,g1f3,g7g6,c2c4,c7c5,d4d5,e7e6,b1c3,e6d5,c4d5,d7d6,c1g5,f8g7,e2e3,h7h6,g5h4,e8g8,f1e2,g6g5,h4g3,f6h5,f3d2,h5g3,h2g3,b8d7,e1g1,d8e7,a2a4,d7e5,a4a5,c8f5,e3e4,f5d7,f1e1,f7f5,e4f5,d7f5,d1b3,e7f7,e1f1,a8e8,c3b5,f7g6,b5a7,e8e7,a7b5,f5c2,b3a3,e5d3,e2d3,c2d3,b5c3,d3f1,a1f1,g7d4,d2f3,d4g7,a3b3,g5g4,f3h4,g6d3,b3b6,g7e5,b6b5,c5c4,a5a6,b7a6,b5a6,e5g3,c3b5,f8f2,f1a1,f2f6,a6c8,g8g7,c8g4,f6g6,h4g6,d3g6,g4g6,g7g6,b5c3,g6f5,a1f1,f5g5,c3d1,e7e2,d1c3,e2b2,c3e4,g5g4,e4f6,g4h4,f6e4,b2c2,e4g3,h4g3,f1f3,g3g4,f3f6,c2c1,g1h2,c4c3,f6d6,c3c2,d6c6,g4f5,d5d6,f5e6,h2g3,h6h5,c6c3,e6d6,c3c4,d6d5,c4c8,d5d4,c8d8,d4e3,d8e8,e3d3,e8d8,d3e4,d8e8,e4f5,e8f8,f5e6,f8e8,e6d7,e8e2,d7d6,e2d2,d6e5,d2e2,e5d4,e2f2,d4e3,f2f3,e3d4,f3f2,d4c3,f2f3,c3b2,f3f2,c1h1,g3f4,b2b1,f4g5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,5,Yaacovn,FlySooHigh,1/2-1/2,2586,2364,180+2,12:09:17 PST,Game drawn by repetition,"d2d4,g8f6,g1f3,c7c5,c2c3,e7e6,c1g5,h7h6,g5h4,b7b6,e2e4,g7g5,h4g3,f6e4,g3e5,e4f6,b1d2,d7d6,f1b5,c8d7,e5f6,d8f6,d2e4,f6e7,d1e2,d6d5,f3e5,f8g7,b5d7,b8d7,e5c6,e7f8,e4g3,f8d6,g3f5,d6c6,f5g7,e8f8,g7h5,c5d4,c3d4,c6c4,e2d2,a8c8,b2b3,c4c3,d2c3,c8c3,e1d2,c3c8,h2h4,f8e7,a1e1,d7f6,h5g3,e7d6,f2f3,g5g4,f3f4,f6d7,f4f5,e6e5,d4e5,d7e5,f5f6,d6e6,h1f1,d5d4,f1f5,c8c5,b3b4,c5d5,f5f4,h8c8,g3f5,c8c4,a2a3,a7a5,f5g7,e6d6,e1b1,a5b4,a3b4,d5b5,g7f5,d6d5,f5e7,d5e6,e7f5,c4b4,b1c1,e6d5,f5e7,d5e6,e7f5,b4b2,d2d1,b5d5,c1c7,e6f6,f5e3,f6e6,e3d5,e6d5,c7c2,b2b1,d1d2,b1g1,f4f2,g4g3,f2e2,d4d3,e2e5,d5e5,d2d3,f7f5,d3e3,f5f4,e3f3,g1f1,f3g4,f1f2,c2c8,f2g2,c8e8,e5d4,g4f4,g2g1,f4f3,b6b5,e8b8,d4c4,b8c8,c4b3,c8h8,b5b4,h8h6,b3b2,h6b6,b4b3,h4h5,b2c2,b6c6,c2b1,h5h6,b3b2,h6h7,g1h1,c6c7,b1a2,c7a7,a2b3,a7b7,b3c3,b7c7,c3d3,c7d7,d3c4,d7c7,c4d4,c7d7,d4c3,d7c7,c3d3,c7d7,d3c4,d7c7,c4d3,c7d7,d3c2,d7c7,c2d2,c7d7,d2c3,d7c7,c3d3,c7d7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,pKiLz5Rn9b,Kacparov,1-0,2187,2307,180+2,12:11:31 PST,pKiLz5Rn9b won - game abandoned,e2e4
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,HowToTameADragon,swayamsm,1-0,1968,2308,180+2,12:13:33 PST,HowToTameADragon won on time,"g2g4,d7d5,f1g2,c8g4,c2c4,e7e6,c4d5,e6d5,d1b3,g8f6,b3b7,b8d7,d2d4,a8b8,b7a7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,chessmachined,ItalianMachine,1-0,2137,2159,180+2,12:14:13 PST,chessmachined won by resignation,"d2d4,g8f6,c2c4,e7e5,d4e5,f6g4,c1f4,b8c6,g1f3,f8c5,e2e3,d8e7,b1d2,g4e5,f3e5,c6e5,a2a3,a7a5,d2b3,c5b6,c4c5,b6a7,d1d5,d7d6,c5d6,c7d6,f1b5,c8d7,a1d1,a5a4,b3d4,a8d8,d4f5,d7b5,f5e7,b5a6,f4e5,e8e7,e5d6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,VSERGUEI,exoticprincess,0-1,2340,2665,180+2,12:15:30 PST,exoticprincess won by checkmate,"d2d4,g8f6,c2c4,d7d6,b1c3,c8f5,g2g3,e7e5,f1g2,c7c6,d4d5,f8e7,e2e4,f5g4,f2f3,g4d7,c1e3,e8g8,g1e2,c6d5,c4d5,b7b5,a2a3,a7a5,b2b4,b8a6,a1b1,a5b4,a3b4,d8b8,e1g1,e7d8,g1h1,h7h6,d1d2,d8b6,e3h6,g7h6,d2h6,f6h7,f3f4,b6e3,c3d1,e3d2,b1b2,d2b4,d1e3,b4c5,e3f5,d7f5,e4f5,f7f6,e2c3,b5b4,c3e4,c5d4,b2d2,a6c5,f4e5,c5e4,d2d4,e4g5,e5e6,a8a7,h2h4,b4b3,f1e1,b3b2,d4d1,a7g7,d1b1,b8b3,h4g5,h7g5,e6e7,f8e8,h6f6,b3g3,e1e2,g7h7,h1g1,g5f3,g1f1,h7h1,g2h1,g3g1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,vinceyoung15,Yaacovn,0-1,1993,2587,180+2,12:15:46 PST,Yaacovn won by resignation,"e2e4,c7c6,d2d4,d7d5,e4d5,c6d5,f1d3,g8f6,c2c3,c8g4,d1b3,d8c7,f2f3,g4h5,g1e2,b8c6,c1f4,c7b6,b1d2,e7e6,e1g1,f8e7,g1h1,e8g8,e2g3,h5g6,d3g6,h7g6,a1e1,b6a6,f4e5,c6e5,d4e5,f6d7,f3f4,d7c5,b3c2,a6d3,c2d3,c5d3,e1b1,e7c5,h2h3,c5e3,f1f3,e3d2,f3d3,d2f4,b1e1,f8c8,d3f3,f4g3,f3g3,b7b5,g3g4,c8c4,g4c4,b5c4,h1g1,a8b8,e1e2,g6g5,g1f2,g8h7,f2e3,h7g6,e3d4,a7a5,a2a4,b8c8,e2f2,f7f6,f2e2,f6f5,e2f2,f5f4,f2f3,c8h8,f3f2,h8h4,d4c5,g6f5,c5b5,f5e5,b5a5,e5d6,a5b5,h4h8,a4a5,h8b8,b5a4,e6e5,a5a6,e5e4,b2b4,c4b3,f2b2,e4e3,a4a5,d6c5,a6a7,b8a8,a5a6,c5c4,a6b7,a8a7,b7a7,c4c3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,MisaPap,megarompa,1/2-1/2,2385,2505,180+2,12:15:48 PST,Game drawn by repetition,"e2e4,e7e5,g1f3,b8c6,f1c4,g8f6,d2d4,e5d4,e4e5,d7d5,c4b5,f6e4,f3d4,c8d7,b5c6,b7c6,e1g1,f8c5,f2f3,e4g5,c1e3,e8g8,f3f4,g5e4,b1d2,e4d2,d1d2,c5b6,d4b3,a7a5,a2a4,f8e8,g1h1,d7f5,e3c5,f5e4,a1e1,d8c8,h2h3,c8h3,h1g1,h3h6,d2c3,f7f5,e1e3,e8e6,e3h3,h6g6,h3g3,g6e8,b3d4,e6g6,g3g6,e8g6,f1f2,a8c8,b2b4,a5b4,c3b4,h7h6,a4a5,b6c5,b4c5,c8b8,d4b3,g6g4,c5c6,g4d1,g1h2,d1h5,h2g1,h5d1,g1h2,d1h5,h2g1,h5d1,g1h2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,jlandaw,DanielNaroditsky,0-1,2330,2522,180+2,12:15:54 PST,DanielNaroditsky won by resignation,"e2e4,c7c5,b1c3,b8c6,g2g3,g7g6,f1g2,f8g7,d2d3,e7e6,c1e3,d7d6,f2f4,g8e7,g1f3,e8g8,e1g1,f7f5,e3f2,b7b6,d3d4,f5e4,c3e4,d6d5,e4c3,c5c4,f1e1,e7f5,d1d2,a7a6,g3g4,f5h6,h2h3,h6f7,c3e2,b6b5,e2g3,c8d7,e1e2,d8c7,a1e1,a8e8,h3h4,f7h6,g4g5,h6g4,f3e5,c6e5,f4e5,c4c3,d2c3,c7c3,b2c3,e8c8,g2h3,g4f2,e2f2,c8c3,f2f8,g7f8,g1f2,c3c2,e1e2,c2c4,e2d2,f8b4,d2b2,b4c3,b2e2,c3d4,f2g2,b5b4,h4h5,a6a5,g3f1,a5a4,f1h2,b4b3,a2b3,a4b3,h2g4,b3b2,g4f6,g8f7,e2b2,d4b2,f6d7,g6h5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,bsmail,gumersindo,0-1,2125,2116,180+2,12:16:18 PST,gumersindo won by checkmate,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,a7a6,c4d5,c6d5,c1f4,b8c6,e2e3,c8g4,h2h3,g4d7,d1b3,d7c8,f1d3,e7e6,a2a3,f8d6,f4d6,d8d6,e1g1,e8g8,b3c2,c8d7,b2b4,a8c8,f3d2,c6a7,c2b3,c8c7,b3b2,f8c8,f1c1,e6e5,d2b3,e5e4,d3e2,a7b5,b3c5,b5c3,c1c3,b7b6,e2a6,b6c5,a6c8,c7c8,c3c5,c8f8,a3a4,g7g5,a4a5,g5g4,a5a6,g4h3,g2g3,h3h2,g1h2,f6g4,h2g2,d6f6,b2e2,f6h6,a1h1,h6f6,c5d5,d7e6,d5d6,f6f5,b4b5,e6c4,e2c4,f5f3,g2h3,g4f2,h3h4,f3g4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,Carolina-moon,AlmirDzhumaev,0-1,1886,2071,180+2,12:16:39 PST,AlmirDzhumaev won by resignation,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5c6,d7c6,e1g1,c8g4,h2h3,h7h5,d2d3,d8f6,b1d2,f8d6,f1e1,g4e6,d2c4,g8e7,c1g5,f6g6,g5e7,d6e7,c4e5,g6h7,d1e2,f7f6,e5c4,g7g5,f3d4,e6d7,d4f5,e8c8,f5e7,h7e7,e2e3,c8b8,a2a4,d8g8,a1a3,h5h4,a3b3,g5g4,c4a5,b7b5,a4b5,c6b5,h3g4,g8g4,e3f3,h8g8,g1f1,g4g2,e4e5,g2g1,f1e2,e7e5,f3e3,g1e1,e2e1,g8g1,e1d2,e5e3,d2e3,h4h3,b3b4,d7g4,a5c6,b8b7,c6d8,b7c8,b4g4,g1g4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,playerzr,hitaman,0-1,1868,2386,180+2,12:16:48 PST,hitaman won by resignation,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,e2e3,c8f5,b1c3,e7e6,f1e2,h7h6,e1g1,b8d7,d1b3,d8b6,c4c5,b6b3,a2b3,a7a6,b3b4,a8c8,c1d2,f6e4,c3e4,f5e4,d2c3,g7g5,f3d2,e4g6,f2f3,f8g7,a1e1,e8g8,d2b3,e6e5,e3e4,d5e4,d4e5,d7e5,f3f4,g5f4,f1f4,c8d8,b3a5,d8d7,h2h4,e5d3,e2d3,e4d3,a5c4,f8d8,c4d6,d7d6,c5d6,d8d6,g2g4,g7c3,b2c3,d3d2,e1d1,g6c2,f4f1,c2d1,f1d1,g8g7,g1f2,h6h5,g4h5,g7h6,f2e2,h6h5,d1f1,d2d1q,f1d1,d6d1,e2d1,h5h4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,WanderingPuppet,kharposh,0-1,2043,2012,180+2,12:17:18 PST,kharposh won on time,"e2e4,b7b6,d2d4,c8b7,f1d3,e7e6,d1e2,g8f6,g1f3,f8e7,e4e5,f6d5,a2a3,c7c5,c2c4,d5c7,d4c5,b6c5,e1g1,d7d5,e5d6,d8d6,b1c3,b8c6,c3e4,d6d8,f1d1,c6d4,f3d4,c5d4,c1f4,f7f6,e2h5,e8f8,h5a5,e6e5,f4d2,c7e6,a5a4,b7e4,d3e4,e6c5,a4c6,a8c8,c6d5,c5e4,d5e4,c8c4,a1c1,c4c1,d1c1,f8f7,e4b7,d8b6,c1c7,b6b7,c7b7,h8c8,g2g4,f7e6,d2a5,c8c2,b7a7,c2b2,a7a6,e6d5,a5c7,d4d3,a6a5,e7c5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,162a54f5d,rhungaski,0-1,2298,2414,180+2,12:17:38 PST,rhungaski won by checkmate,"d2d4,g8f6,c2c4,c7c5,g1f3,c5d4,f3d4,e7e5,d4b5,d7d5,c4d5,f8c5,b5c3,e8g8,g2g3,f8e8,f1g2,a7a6,e1g1,e5e4,b1a3,c8f5,a3c2,b8d7,c1e3,c5d6,c2d4,f5g6,a1c1,a8c8,a2a3,f6g4,d4c2,h7h5,e3d4,h5h4,c2e3,g4h2,g1h2,h4g3,h2g1,d8h4,f2g3,d6g3,f1f5,g3h2,g1h1,h2f4,h1g1,h4h2,g1f1,f4e3,d4e3,g6f5,d1d4,f5h3,g2h3,h2h3,f1e1,d7e5,d5d6,c8d8,b2b3,e5c6,d4c5,e8e5,c5b6,d8d6,c1d1,h3h1,e3g1,e4e3,d1d6,h1g1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,LADIESGET2KNOWME,Imre91,0-1,2228,2540,180+2,12:17:39 PST,Imre91 won by resignation,"d2d4,d7d5,b1c3,g8f6,c1g5,f6e4,c3e4,d5e4,e2e3,c7c6,c2c3,c8f5,f1c4,d8b6,d1b3,e7e6,g1e2,h7h6,g5h4,b8d7,e1g1,f8d6,h4g3,d6e7,h2h3,e8g8,e2f4,a7a5,a2a4,b6b3,c4b3,d7f6,b3c2,f8d8,c3c4,c6c5,f1d1,c5d4,e3d4,a8c8,b2b3,e7b4,f4e2,g7g6,g3f4,g6g5,f4d2,e4e3,c2f5,e3d2,f5d3,g8g7,f2f3,f6h5,g2g3,f7f5,g1f2,f5f4,g3f4,h5f4,e2f4,g5f4,d1g1,g7f7,d4d5,e6d5,c4d5,b4c5,f2e2,d8e8,d3e4,c5g1,a1g1,c8c1,g1d1,c1d1,e2d1,f7f6,d1d2,f6e5,d2d3,e8c8,d3d2,b7b6,d2d3,c8c1,d3d2,c1h1,d2d3,h1h3,d3c4,h3h2,c4b5,h2b2,b5b6,b2b3,b6a5,h6h5,d5d6,e5d6,e4f5,h5h4,a5a6,b3f3,a4a5,h4h3,f5e4,f3e3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,AungTZ,ChessWarrior7197,0-1,2006,2007,180+2,12:17:39 PST,ChessWarrior7197 won by resignation,"e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f3d4,f8b4,c2c3,b4c5,c1e3,c5b6,f1e2,g8f6,b1d2,e8g8,e1g1,d7d5,d4c6,b7c6,e3g5,h7h6,g5f6,d8f6,e4d5,c6d5,e2f3,c7c6,d2b3,c8a6,f1e1,f8e8,d1d2,a8d8,a2a4,a6c4,b3d4,c6c5,d4c2,b6c7,e1e8,d8e8,a1e1,e8e1,c2e1,c7f4,d2d1,d5d4,c3d4,f6d4,d1d4,c5d4,f3e4,g7g6,e4d3,c4b3,d3b5,f7f5,e1d3,f4d6,g2g3,g8f7,f2f4,g6g5,g1f2,f7e6,f2e2,e6d5,f4g5,h6g5,h2h4,d6g3,h4g5,d5d6,e2f3,g3h2,f3g2,h2e5,d3e5,d6e5,g2f3,b3f7,b2b4,f7h5,f3f2,e5f4,b5d3,f4g5,b4b5,h5f7,a4a5,f7d5,d3f1,g5f6,f1g2,f6e5,b5b6,a7b6,a5a6,d4d3,g2d5,e5d5,a6a7,d5d4,a7a8q,d4c3,a8a5,b6a5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,DARIO555,MattyDPerrine,1-0,2202,1995,180+2,12:17:52 PST,DARIO555 won by checkmate,"e2e4,c7c5,b1c3,b8c6,f2f4,g7g6,g1f3,f8g7,f1b5,c6d4,a2a4,a7a6,b5c4,e7e6,d2d3,g8e7,f3d4,c5d4,c3e2,d7d5,c4b3,d8a5,c1d2,a5b6,a4a5,b6c5,b3a4,c8d7,a4d7,e8d7,c2c3,d4c3,b2c3,d5e4,d3e4,d7c7,d1c1,c5c4,c1b1,a8d8,b1b6,c7c8,a1b1,d8d7,d2e3,e7c6,e1f2,c4e4,h1d1,h8d8,e2d4,c6d4,c3d4,d7d6,b6a7,c8d7,b1b7,d7e8,b7e7,e8f8,e7f7,f8g8,f7g7,g8h8,g7h7,h8g8,a7f7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,Gevorg_Harutjunyan,FairChess_on_YouTube,1-0,2451,2698,180+2,12:17:54 PST,Gevorg_Harutjunyan won by resignation,"e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f3d4,d8f6,d4c6,f8c5,d1f3,b7c6,b1d2,a8b8,d2b3,c5b6,a2a4,a7a6,f1c4,d7d6,c1d2,f6f3,g2f3,g8e7,d2c3,e8g8,h1g1,e7g6,a4a5,b6a7,b3d4,a7d4,c3d4,b8a8,h2h4,f8e8,h4h5,g6e5,c4e2,c6c5,d4c3,f7f6,e1c1,g8f7,f3f4,e5c6,f2f3,h7h6,g1g3,c6d4,c3d4,c5d4,d1g1,e8g8,e2c4,c8e6,c4e6,f7e6,g3g7,g8g7,g1g7,c7c5,b2b3,d6d5,g7g6,c5c4,e4e5,a8f8,g6h6,e6f5,h6f6,f8f6,e5f6,f5f6,b3b4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,FlySooHigh,LuckyTiger,0-1,2359,2518,180+2,12:17:54 PST,LuckyTiger won on time,"e2e4,e7e6,d2d4,d7d5,e4e5,c7c5,c2c3,d8b6,g1f3,b8c6,a2a3,c5c4,g2g3,f7f6,e5f6,g8f6,f1g2,f8d6,d1e2,e8g8,f3e5,d6e5,d4e5,f6d7,c1e3,b6b3,f2f4,d7e5,f4e5,c6e5,b1d2,b3c2,e3c5,e5d3,e2d3,c2d3,c5f8,g8f8,e1c1,c8d7,h1f1,f8g8,f1f3,d3g6,b2b3,c4b3,d2b3,d7a4,c1b2,g6h5,d1d2,h5h2,b3c5,a4c6,f3e3,d5d4,c3d4,c6g2,e3e2,h2g3,e2g2,g3d6,g2e2,a8e8,c5e4,d6b6,b2a2,h7h6,e2g2,g8h8,g2e2,b6c6,a2b2,b7b6,e4c3,e8c8,d2d3,b6b5,e2e5,c6c4,e5e3,a7a5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,ameet100,davopetr,0-1,2406,2572,180+2,12:17:55 PST,davopetr won by checkmate,"g1f3,g8f6,g2g3,g7g6,f1g2,f8g7,e1g1,e8g8,d2d4,d7d6,c2c4,c7c6,b1c3,d8b6,h2h3,b6a6,f3d2,b8d7,b2b3,a8b8,a2a4,b7b5,c4b5,c6b5,c1b2,b5b4,c3b5,c8b7,e2e4,b8c8,f1e1,d6d5,e4e5,f6e4,d2e4,d5e4,g2f1,a6a5,d1g4,d7b6,a1c1,f8d8,h3h4,a7a6,b5a7,c8c1,e1c1,a5d5,f1c4,b6c4,b3c4,d5a5,d4d5,a5c5,a7c6,b7c6,d5c6,c5c6,c1d1,d8d3,c4c5,c6c5,d1c1,c5d5,c1c8,g7f8,g4f4,d3d1,g1h2,e4e3,f4h6,d5h1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,MartinZumsande,Philofive,0-1,2211,2276,180+2,12:18:04 PST,Philofive won by resignation,"e2e4,e7e6,d2d4,d7d5,b1c3,f8b4,e4e5,g8e7,a2a3,b4c3,b2c3,b7b6,f1b5,c7c6,b5a4,c8a6,g1e2,e7f5,e1g1,h7h5,f1e1,h5h4,h2h3,d8c7,a4b3,c6c5,d4c5,b6c5,b3a4,b8c6,e2f4,a8c8,a1b1,c7a5,a4c6,c8c6,f4d5,e6d5,d1d5,f5e7,b1b8,c6c8,d5a8,e8g8,b8c8,f8c8,a8a7,a5c3,e1d1,c3c2,a7d7,a6b5,d7d6,b5c4,c1g5,e7f5,d6d7,c4e6,d7d2,c2d2,d1d2,c5c4,d2c2,f5d4,c2d2,d4b3,d2b2,c4c3,b2b1,c3c2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,MikePerelshteyn,AlexanderL,1-0,2069,2393,180+2,12:18:09 PST,MikePerelshteyn won by checkmate,"g1f3,d7d5,g2g3,g8f6,f1g2,e7e6,e1g1,f8e7,d2d3,e8g8,b1d2,a7a5,e2e4,a5a4,a2a3,c7c5,e4e5,f6d7,f1e1,b8c6,d2f1,b7b5,h2h4,b5b4,h4h5,h7h6,f1h2,f8e8,h2g4,e7f8,c1f4,b4a3,b2a3,a8b8,c2c4,d7b6,d1c1,g8h7,a1b1,c8a6,g2f1,c6e7,f4h6,g7h6,g4f6,h7h8,c1c3,e7f5,f6e8,d8e8,c3a5,a6b7,a5b6,d5c4,d3c4,f8e7,f1g2,e8c8,e1d1,h8g7,f3e1,b7g2,b6b8,c8b8,b1b8,g2e4,f2f3,e4c6,b8c8,c6b7,c8c7,b7a6,g3g4,f5e3,d1d7,e7h4,d7f7,g7g8,f7g7,g8f8,g7h7,f8g8,c7g7,g8f8,g7a7,f8g8,h7c7,a6c4,a7a8,h4d8,a8d8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,Hafez_Bakr,AUSSIE_PINOY,0-1,1765,2263,180+2,12:18:13 PST,AUSSIE_PINOY won by checkmate,"e2e4,c7c5,c2c3,a7a6,d2d4,e7e6,g1f3,b7b6,f1d3,c8b7,e1g1,d8c7,b1d2,d7d6,f1e1,b8d7,d2f1,g8f6,c1f4,f8e7,e4e5,f6d5,f4g3,c5d4,c3d4,d6e5,a1c1,c7d8,f3e5,d7e5,d4e5,e8g8,d3e4,a8c8,d1d3,h7h6,c1d1,d8c7,d3f3,b7a8,a2a3,f8d8,e4b1,e7f8,f3g4,d5e7,g3f4,g8h8,d1c1,c7b7,f1e3,c8c1,e1c1,b6b5,g4h4,d8d2,b2b4,b7d7,f2f3,d7d4,f4g5,d4b2,c1e1,e7g8,e3g4,d2g2,g1h1,a8f3,e1f1,g2h2,h1g1,b2g2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,Bigc08,GedoGluperd,0-1,1977,2296,180+2,12:19:05 PST,GedoGluperd won on time,"e2e4,g7g6,d2d4,f8g7,b1c3,d7d6,c1e3,a7a6,d1d2,b7b5,a2a4,b5b4,c3a2,a6a5,c2c3,b4c3,a2c3,g8f6,f1c4,e8g8,g1e2,b8c6,e1g1,f6g4,e3g5,h7h6,g5h4,g4f6,a1d1,c6b4,e4e5,f6h7,d2e3,d6d5,c4b3,c8f5,e3f3,d8d7,c3d5,b4d5,f3d5,g6g5,h4g3,a8b8,d1d2,d7c8,b3c2,f8d8,d5a5,f5e6,d4d5,e6g4,a5c5,e7e6,d5d6,c7d6,c5c8,b8c8,e5d6,f7f5,f2f3,g4h5,c2b3,h5f7,d6d7,c8c5,f1d1,h7f6,g3d6,c5d5,b3d5,f6d5,d6c5,d8d7,c5d4,g7f8,e2c3,d7b7,c3d5,e6d5,g1f1,b7b4,d4c3,b4a4,d2d4,a4a6,d1e1,g8h7,d4d2,h7g6,d2d1,h6h5,d1a1,a6c6,a1a8,f8c5,a8a5,c5b6,a5a6,d5d4,c3d4,f7c4,e1e2,c4a6,d4b6,c6b6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,zmaj23,esr44,1-0,2110,1990,180+2,12:19:09 PST,zmaj23 won by resignation,"e2e4,c7c6,b1c3,d7d5,g1f3,c8g4,h2h3,g4h5,e4d5,c6d5,f1b5,b8c6,g2g4,h5g6,f3e5,a8c8,d2d4,e7e6,h3h4,f7f6,e5g6,h7g6,d1d3,f6f5,b5c6,c8c6,h4h5,f8b4,c1d2,g8f6,d2g5,d8c7,g5f6,g7f6,e1d2,c7f4,d3e3,f4g4,a1g1,g4e4,e3e4,d5e4,g1g6,e8f7,g6g2,c6c4,h5h6,c4d4,d2e3,e6e5,g2g7,f7e6,h6h7,f5f4,e3e2,b4c3,b2c3,d4d7,g7d7,e6d7,f2f3,e4e3,e2d3,d7e6,h1h6,h8d8,d3e2,d8h8,e2d3,e6d5,c3c4,d5c5,h6h2,f6f5,h2h5,h8d8,d3e2,d8h8,e2d3,c5d6,h5h6,d6e7,c4c5,e7f7,c5c6,b7c6,h6c6,f7g7,c6c7,g7g6,c7a7,h8h7,a7h7,g6h7,a2a4,e5e4,d3e2,h7h6,a4a5,h6h5,a5a6,h5h4,a6a7,h4g3,a7a8q"
