Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndTime,Termination,Moves
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,DanielRensch,VovAn1991,0-1,2338,2436,180+2,12:19:18 PST,VovAn1991 won by resignation,"d2d4,g8f6,b1c3,g7g6,e2e4,d7d6,c1g5,f8g7,f2f4,e8g8,g1f3,c7c5,d4c5,d8a5,d1d2,a5c5,f1d3,c8g4,a2a3,g4f3,g2f3,b8c6,f4f5,c6e5,h1f1,e5c4,d3c4,c5c4,e1c1,f8c8,g5f6,g7f6,c3d5,c4a2,d5f6,e7f6,c2c3,c8c5,c1c2,a8c8,d1a1,a2c4,a1d1,c4a4,c2b1,g8g7,h2h4,c8c6,h4h5,g6g5,h5h6,g7h6,f1h1,h6g7,d2h2,g7f8,d1d6,c5c3,h2h6,f8e8,h6f6,a4c2,b1a1,c6d6,f6d6,c3d3,d6e5,e8f8,f5f6,d3d1,h1d1,c2d1,a1a2,d1d7,e5b8,d7e8,b8d6,f8g8,d6e7,e8c8,a2b3,h7h6,e7d6,c8e6,d6e6,f7e6,b3c3,h6h5,c3d3,h5h4,d3e3,e6e5,e3f2,g8f7,f2g2,f7f6,g2h3,f6g6,h3g4,g6h6,b2b3,h6g6,b3b4,b7b5,g4h3,g6h5,h3g2,g5g4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,BeerLag,DrHolmes13,0-1,2149,2225,180+2,12:19:19 PST,DrHolmes13 won on time,"e2e4,c7c6,d2d4,d7d5,f2f3,e7e6,b1c3,f8b4,g1e2,g8e7,c1e3,b8d7,a2a3,b4a5,b2b4,a5c7,g2g3,e8g8,f1g2,d7b6,e1g1,b6c4,e3f2,b7b6,f1e1,c8a6,a3a4,a6b7,b4b5,d8d7,e2c1,f8d8,e4e5,a7a6,b5c6,b7c6,c1d3,a8c8,g3g4,c7b8,f3f4,b8a7,d1f3,c6b7,f3g3,c4d2,a1a3,d2e4,c3e4,d5e4,g2e4,b7e4,e1e4,c8c2,e4e1,b6b5,a4b5,a6b5,d3c5,a7c5,d4c5,e7c6,g3b3,d7d2,b3e3,d2d5,a3a6,c6b4,a6d6,d5a8,e3b3,c2c4,e1d1,d8c8,b3f3,b4d5,f4f5,c4f4,f3g2,h7h6,f5e6,f7e6,d6e6,d5c7,g2a8,c8a8,e6e7,f4g4,f2g3,a8c8,g1g2,b5b4,g2h3,g4g6,d1d6,g8h7,d6b6,c7d5,b6g6,h7g6,e7d7,c8c5,e5e6,g6f6,d7d6,b4b3,g3f2,c5c3,h3g4,c3c4,g4g3,b3b2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,Tilicheev_Viacheslav,KestutisLabeckas,1-0,2401,2396,180+2,12:19:23 PST,Tilicheev_Viacheslav won by resignation,"e2e4,c7c6,b1c3,d7d5,d1f3,e7e6,d2d4,g8f6,e4e5,f6d7,g1h3,h7h6,c1e3,c6c5,e1c1,b8c6,f3g3,c5c4,h3f4,d8g5,f4e6,g5g3,e6c7,e8d8,h2g3,d8c7,c3d5,c7d8,f1c4,b7b6,d5c3,d8e7,f2f4,c8b7,d4d5,c6a5,d5d6,e7e8,c4d5,b7d5,c3d5,e8d8,e3d4,a8c8,f4f5,a5c6,e5e6,c6d4,e6e7,f8e7,d6e7,d8e8,d1d4,h6h5,h1e1,h8h6,d5f4,d7f6,c2c4,h5h4,g3g4,f6g4,f4d5,h6c6,d4g4,c6c4,g4c4,c8c4,d5c3,c4c5,c1d2,c5f5,a2a4,f5g5,c3b5,g5d5,d2c3,d5d7,e1e4,a7a6,b5d4,d7e7,e4h4,e8d7,c3d3,g7g6,h4e4,f7f5,e4e7,d7e7,d4f3,e7d6,d3d4,d6e6,f3e5,g6g5,e5c4,b6b5,a4b5,a6b5,c4a3,b5b4,a3c2,b4b3,c2a1,f5f4,a1b3,e6f5,b3d2,g5g4,b2b4,f4f3,g2f3,g4g3,d4e3,f5e5,f3f4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,crisfoisor,Houdinovic,1-0,2152,2208,180+2,12:19:48 PST,crisfoisor won by resignation,"c2c4,e7e5,g2g3,g8f6,f1g2,h7h6,b1c3,b8c6,a2a3,a7a5,a1b1,f8c5,d2d3,d7d6,e2e3,c8g4,g1e2,d8d7,h2h3,g4f5,g3g4,f5h7,e2g3,e8g8,e1g1,f8e8,c3d5,f6d5,c4d5,c6e7,e3e4,c7c6,d5c6,b7c6,d1c2,d7a7,b2b4,a5b4,a3b4,c5b6,g1h2,g8h8,f2f4,f7f6,f4f5,h7g8,h3h4,a7a4,c2e2,g8f7,g4g5,e7g8,g2f3,f7a2,b1b2,b6d4,b2d2,d4c3,d2c2,c3b4,g5h6,g7h6,f3h5,e8e7,h5g6,a2b1,c2b2,b1a2,e2h5,h8g7,h5g4,g7f8,g3h5,a2f7,b2g2,a4b3,g6h7,a8a2,g4g7,f8e8,h7g8,a2g2,g7g2,f7g8,h5f6,e8d8,g2g8,b3g8,f6g8,e7g7,g8h6,d8e8,f5f6,g7h7,h2h3,d6d5,h6f5,d5e4,d3e4,e8f7,f5g3,c6c5,f1f5,f7e6,g3h5,c5c4,f6f7,h7f7,f5f7,e6f7,h3g4,f7e6,h5g3,c4c3,h4h5,e6f6,c1g5,f6g7,g3f5,g7h7,g5c1,b4c5,f5e3,c5b6,g4f5,b6d4,e3g4,c3c2,g4e5,d4c3,e5f3,c3b4,e4e5,b4f8,e5e6,f8h6,f3g5,h7g8,f5g6,h6g5,g6g5,g8f8,h5h6,f8e7,h6h7,e7e6,h7h8q,e6d5,h8f6,d5c4,f6e5,c4b3,e5d4,b3a2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,jasrom,THORK,0-1,2202,2222,180+2,12:20:06 PST,THORK won on time,"e2e4,e7e5,g1f3,g8f6,f3e5,d7d6,e5f3,f6e4,d2d4,d6d5,f1d3,f8e7,e1g1,e8g8,c2c4,e4f6,b1c3,c7c6,c1f4,d5c4,d3c4,c8g4,f1e1,b8d7,d1d3,d7b6,c4b3,g4f3,d3f3,d8d7,a1d1,a8d8,f4e5,f8e8,h2h3,f6d5,c3e4,e7b4,e1e2,e8e6,e4g5,e6g6,h3h4,h7h6,g5e4,d7g4,f3g4,g6g4,g2g3,b4f8,h4h5,f7f6,e5c7,d8d7,c7b6,a7b6,f2f3,g4g5,e4g5,h6g5,e2e8,g8f7,d1e1,f8b4,e1e4,b6b5,a2a3,b4e7,e8h8,e7f8,g1f2,d7d8,f2e2,d8d7,e2d3,d7d8,g3g4,d8d7,e4e2,d7d8,e2h2,d8d7,h5h6,g7h6,h8h7,f8g7,h2h6,f7f8,b3d5,d7d5,h6h1,c6c5,d3e4,d5d4,e4f5,f8f7,h7g7,f7g7,h1c1,d4d5,f5e6,d5e5,e6d6,g7f7,c1c5,e5e3,c5b5,e3f3,b5b7,f7g6,a3a4,f3f4,b2b4,f4g4,a4a5,g4g1,a5a6,g1a1,a6a7,g5g4,b4b5,g4g3,b5b6,g3g2,b7b8,g6f7,b8b7,f7g6,b7b8,g6h7,a7a8q,a1a8,b8a8,g2g1q,b6b7,g1b6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,bugsbunny444,grandmastergauri,1-0,2244,2253,180+2,12:21:17 PST,bugsbunny444 won by checkmate,"g1f3,g8f6,c2c4,c7c5,g2g3,b8c6,d2d4,c5d4,f3d4,g7g6,f1g2,f8g7,e1g1,e8g8,c4c5,a7a5,b1c3,c6d4,d1d4,a8a6,c1f4,a6e6,d4d2,f6h5,f4h6,b7b6,h6g7,h5g7,c5b6,e6b6,c3d5,b6e6,f1c1,c8b7,c1c5,b7d5,g2d5,e6d6,d2a5,d8b8,b2b4,g7e6,d5e6,d6e6,e2e3,d7d6,c5c7,e6e5,a5a7,b8b4,c7e7,b4b2,a1d1,e5f5,e3e4,f5f6,a7d4,b2d4,d1d4,f8a8,a2a4,f6f3,e7b7,f3a3,b7b4,a8a6,g1g2,a3a2,h2h4,h7h5,g2f3,g8g7,f3e3,g7f6,d4d2,a2a4,d2d6,f6e7,d6a6,a4b4,e3f4,b4b2,f2f3,b2b5,a6a4,e7f6,g3g4,f6g7,g4g5,g7f8,a4a7,b5c5,f4g3,c5c3,a7d7,f8e8,d7d5,e8e7,d5a5,c3c1,a5a7,e7e6,a7a6,e6e5,a6f6,c1c7,g3f2,e5d4,f6d6,d4e5,d6f6,e5d4,f2e2,c7c2,e2d1,c2c7,d1d2,c7d7,d2e2,d7a7,e2f2,a7a2,f2g3,a2a7,g3f4,a7d7,e4e5,d7e7,f6d6,d4c5,f4e4,e7b7,d6f6,b7b4,e4e3,b4b3,e3f2,b3b7,e5e6,f7e6,f6g6,c5d5,g6h6,d5e5,f2g3,e5f5,h6h5,b7b1,h5h6,b1g1,g3f2,g1h1,h6f6,f5e5,f2g3,h1g1,g3h2,g1a1,h2g2,a1a2,g2g3,a2a1,f3f4,e5d5,f4f5,e6e5,g5g6,a1g1,g3f2,g1g4,h4h5,d5e4,h5h6,e4f4,h6h7,g4h4,f6f8,e5e4,h7h8q,e4e3,f2e2,h4g4,h8h6,f4g3,h6e3,g3g2,e3f3,g2h2,f3g4,h2h1,f8h8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,PauloCesarCosta,oggy1984,1/2-1/2,2066,2144,180+2,12:21:54 PST,Game drawn by agreement,"g1f3,g8f6,c2c4,b7b6,g2g3,c8b7,f1g2,e7e6,b1c3,f8e7,e1g1,e8g8,d2d4,d7d5,c4d5,f6d5,d1c2,d5c3,b2c3,d8c8,c1f4,b8d7,f3e5,d7e5,f4e5,b7g2,g1g2,c7c5,a1c1,f8d8,c2e4,c8a6,c1c2,a8c8,f1c1,a6a4,e4g4,g7g6,g4e4,f7f6,e5f4,g8f7,f4e3,f6f5,e4d3,c5c4,d3d2,d8d5,e3g5,e7a3,c1d1,a4c6,f2f3,d5d7,g5f4,c8e8,f4e5,a3d6,e5d6,d7d6,d2h6,f7g8,c2d2,c6d7,h6e3,d6d5,f3f4,d5a5,g2g1,d7d5,e3f3,a5a3,f3d5,e6d5,d1c1,e8e3,d2c2,g8f7,g1f2,e3e4,f2f3,f7f6,e2e3,e4e6,f3e2,b6b5,e2f3,e6a6,c1a1,a6a4,f3e2,a7a5,e2d2,b5b4,c3b4,a5b4,d2c1,a3e3,c1d2,e3d3,d2c1,d3f3,c1b2,a4a3,c2e2,f3d3,a1e1,c4c3,b2b1,f6g7,e2e7,g7h6,e7e2,b4b3,a2b3,d3d4,b1c2,d4d2,c2c3,d2e2,e1e2,a3a1,c3d4,a1d1,d4c3,h6g7,c3c2,d1d4,c2c3,d4d1,c3c2,d1a1,c2b2,a1f1,e2d2,g7f6,d2d5,f1f2,b2c3,f2h2,b3b4,h2h1,b4b5,h1b1,c3c4,h7h6,c4c5,g6g5,f4g5,h6g5,b5b6,f5f4,g3f4,g5f4,c5c6,f4f3,d5d2,f6e5,d2f2,e5e4,b6b7,e4e3,f2f3,e3f3,c6c7,b1c1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,UnPolarizing,Sebastian,1-0,2251,2530,180+2,12:22:20 PST,UnPolarizing won on time,"e2e4,c7c5,d2d4,c5d4,c2c3,g8f6,e4e5,f6d5,d1d4,e7e6,g1f3,b8c6,d4e4,f7f5,e4e2,d8c7,g2g3,b7b5,f1g2,a7a5,e1g1,c8a6,f1d1,f8c5,b1d2,e8g8,d2b3,c5b6,c1g5,h7h6,g5h4,a5a4,b3d4,c6d4,f3d4,b5b4,e2h5,c7e5,d1e1,e5d6,a1d1,b4c3,b2c3,a8c8,h2h3,c8c3,h5g6,b6d4,d1d4,a6b7,e1d1,d6c5,g1h2,c3c1,d1d2,b7c6,g3g4,c5d6,h4g3,f5f4,g4g5,f4g3,f2g3,d6e5,g5h6,e5f6,g6g7,f6g7,h6g7,g8g7,h3h4,a4a3,d4d3,d5f6,d3a3,f6g4,h2h3,g4f2,h3h2,f2g4,h2h3,c6g2,h3g2,g4e3,a3e3,f8f7,e3e2,c1c3,e2f2,d7d5,a2a4,c3a3,d2d4,f7f2,g2f2,g7f6,d4f4,f6g6,g3g4,e6e5,f4f5,a3a2,f2g3,a2a3,f5f3,a3a4,h4h5,g6h6,f3f6,h6g7,f6e6,a4e4,g4g5,d5d4,g3f3,e4f4,f3e2,f4f5,h5h6,g7f7,h6h7,f7e6,h7h8q,f5g5,h8c8,e6f6,c8c6,f6f5,c6f3,f5e6,e2d3,g5f5,f3h3,e6f6,h3h6,f6f7,h6h7,f7e6,h7g8,e6f6,g8f8,f6g6,f8g8,g6f6,g8h8,f6g5,h8g7,g5f4,g7h6,f5g5,h6h4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,6,David_Klein,Irochka83,1-0,2368,2275,180+2,12:23:43 PST,David_Klein won by resignation,"e2e4,e7e6,d1e2,c7c5,g1f3,b8c6,g2g3,d7d6,f1g2,g8f6,e1g1,f8e7,c2c3,e8g8,d2d4,c5d4,c3d4,d6d5,e4e5,f6e4,c1e3,c8d7,f3e1,f7f5,f2f3,e4g5,b1c3,g5f7,e1d3,a8c8,a1c1,a7a6,c1c2,c6a5,f1c1,a5c4,e3f2,d8a5,f3f4,c8c6,d3c5,e7c5,d4c5,c6c5,f2c5,a5c5,e2f2,c5a5,c3e2,f7d8,b2b3,c4d2,e2d4,d2e4,g2e4,d5e4,f2d2,a5b6,d2e3,b6a5,g1g2,d8c6,d4c6,d7c6,c2d2,c6d5,c1c2,a5d8,h2h4,h7h6,g2f2,d8d7,e3b6,d7e7,c2c7,e7a3,b6c5,a3c5,c7c5,g7g5,f2e3,g5g4,d2c2,f8d8,c5c8,d8c8,c2c8,g8f7,e3d4,d5c6,c8c7,f7g8,a2a4,c6d5,b3b4,d5c6,b4b5,a6b5,a4a5,c6d5,d4c5,e4e3,c5b5,e3e2,c7c1,d5f3,b5b6,g8f7,b6c7,f7e7,c1e1,e7e8,c7d6,e8f7,d6d7,f3c6,d7d8,c6f3,e1c1,f3d5,d8d7,d5c6,d7d6,c6d5,c1e1,d5c4,d6d7,c4b5,d7d8,b5c4,d8c7,c4a6,c7d6,a6c4,d6c5,c4d3,c5d4,d3a6,d4c5,f7e7,c5b6,e7d7,e1c1,d7d8,b6c5,d8c7,c1e1,a6d3,e1c1,d3a6,c1a1,a6d3,a1g1,d3a6,g1e1,a6d3,c5d4,d3a6,e1c1,c7d7,d4c5,d7c7,c5d4,c7d7,d4e3,a6b5,e3d2,b5a6,c1c5,d7d8,c5c2,d8d7,c2c3,a6b5,c3b3,b5a6,b3b6,d7e7,b6d6,a6c4,d2e1,c4b5,d6b6,b5a6,b6b4,e7d7,b4b2,d7c6,b2b6,c6d7,b6d6,d7e7,e1d2,a6c4,d6d4,c4a6,d4b4,e7d7,b4b6,d7e7,b6b1,e7d7,b1c1,a6b5,d2e1,b5a6,c1c2,a6b5,c2d2,d7e7,d2d6,b5a6,e1f2,a6c4,h4h5,c4b5,d6b6,b5a6,f2e1,e7d7,b6b2,d7c6,b2d2,a6c4,d2d8,c6b5,d8h8,b5a5,h8h6,b7b5,h6h8,b5b4,h8a8,a5b5,h5h6,b4b3,a8b8,b5c5,b8b3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,David_Klein,VSERGUEI,0-1,2357,2377,180+2,12:28:33 PST,VSERGUEI won by resignation,"g2g3,d7d5,f1g2,e7e5,d2d3,g7g6,c2c3,f8g7,b1d2,g8f6,d1c2,e8g8,g1f3,f8e8,e2e4,c7c6,e1g1,a7a5,f1e1,b8d7,b2b3,b7b6,a2a3,c8b7,c1b2,d8c7,a1d1,a8d8,h2h3,b6b5,g2f1,c6c5,f1g2,d5e4,d2e4,f6e4,d3e4,c5c4,b3c4,c7c4,f3d2,c4c7,c2b3,d7c5,b3b5,b7a6,b5e8,d8e8,b2a1,a5a4,d2f1,a6f1,g2f1,e8d8,d1b1,c5b3,f1b5,b3d2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,playerzr,Bigc08,1-0,1896,1946,180+2,12:29:07 PST,playerzr won by resignation,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,d5c4,g1f3,b8c6,e1g1,f8e7,b1a3,e8g8,a3c4,c8d7,c1f4,f6d5,f4d2,e7f6,e2e4,d5b6,c4b6,a7b6,d2e3,c6a5,d1c2,d7b5,f1d1,a5c4,e3f4,g7g5,f4c1,h7h6,a2a4,b5a6,b2b3,c4a5,c1a3,f6e7,b3b4,a5c6,b4b5,e7a3,b5a6,a3e7,a6b7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,exoticprincess,VovAn1991,0-1,2611,2449,180+2,12:29:10 PST,VovAn1991 won - game abandoned,"b2b3,g8f6,c1b2,d7d6,e2e3,e7e5,g1e2,g7g6,d2d4,b8d7,b1c3,f8g7,d1d2,e8g8,f2f3,a7a6,e1c1,b7b5,d4e5,d7e5,e2f4,c8b7,c1b1,b7c6,h2h4,h7h5,c3e2,a6a5,e2d4,d8e8,d4c6,e8c6,f4e2,c6b6,e2c3,a5a4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,grandmastergauri,MattyDPerrine,1-0,2256,1992,180+2,12:29:15 PST,grandmastergauri won on time,"e2e4,g8f6,d2d3,e7e5,g1f3,b8c6,g2g3,f8c5,f1g2,d7d5,e4d5,f6d5,e1g1,e8g8,b1d2,f7f6,d2e4,c5e7,c2c3,b7b6,d3d4,f6f5,f3g5,f5e4,d4e5,c8f5,g3g4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,Yaacovn,THORK,1-0,2589,2220,180+2,12:30:20 PST,Yaacovn won by resignation,"d2d4,d7d5,g1f3,c8f5,c2c4,e7e6,d1b3,b8c6,c1d2,a8b8,b1c3,g8f6,e2e3,a7a6,a1c1,d5c4,f1c4,b7b5,c4e2,c6a5,b3d1,a5b7,e1g1,f8d6,f3h4,f5g6,g2g3,e8g8,h4g6,h7g6,e3e4,e6e5,d2e3,f8e8,d4e5,d6e5,f2f3,b7d6,d1c2,d6c4,e2c4,b5c4,f1d1,d8c8,c3a4,c8h3,e3f2,e8d8,c2c4,d8d1,c1d1,g6g5,b2b3,g5g4,f3f4,e5f4,g3f4,g4g3,f2g3,h3g4,d1f1,b8d8,a4c3,d8d2,f1f2,d2f2,g1f2,g4h5,c4d4,c7c5,d4d1,h5h3,d1f3,h3d7,c3d5,f6g4,f2g2,f7f5,e4f5,d7d5,f3d5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,HowToTameADragon,hitaman,1-0,1998,2354,180+2,12:30:23 PST,HowToTameADragon won by resignation,"g2g4,d7d5,f1g2,c7c6,h2h3,g7g6,e2e3,f8g7,b1c3,e7e5,d2d4,e5e4,f2f3,d8h4,e1d2,f7f5,g4f5,g6f5,f3e4,f5e4,g1e2,c8d7,d1e1,h4e1,h1e1,b8a6,b2b3,g8h6,e2f4,h8g8,c1a3,h6f5,g2h1,e8c8,c3e2,f5h4,a3e7,h4f3,h1f3,e4f3,e7d8,c8d8,e1g1,f3e2,f4h5,d7h3,h5g7,d8d7,d2e2,a6b4,g1g3,b4c2,a1g1,c6c5,g3h3,c5d4,h3h7,d7c6,g1c1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,Tilicheev_Viacheslav,UnPolarizing,1/2-1/2,2398,2254,180+2,12:30:32 PST,Game drawn by agreement,"e2e4,e7e6,d2d4,d7d5,b1d2,c7c5,e4d5,d8d5,d4c5,g8f6,g1f3,f8c5,f1c4,d5d8,b2b3,e8g8,c1b2,b8c6,d1e2,d8e7,e1c1,f8d8,d2e4,f6e4,e2e4,c8d7,c4d3,g7g6,c1b1,c6b4,e4e5,f7f6,e5f6,e7f6,b2f6,d8f8,d3c4,f8f6,d1d7,a7a6,d7b7,a8d8,a2a3,b4d5,c4a6,c5a3,c2c4,d5f4,b1c2,f6f5,h1d1,d8d1,c2d1,f4g2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,bsmail,PauloCesarCosta,1-0,2132,2057,180+2,12:31:16 PST,bsmail won on time,"d2d4,d7d5,c2c4,c7c6,g1f3,e7e6,d1c2,g8f6,c1g5,b8d7,e2e3,h7h6,g5h4,d8a5,b1c3,f8b4,f1e2,f6e4,a1c1,a5a2,e1g1,b4c3,b2c3,a2c2,c1c2,g7g5,h4g3,e4g3,h2g3,e8e7,f1a1,a7a6,c2b2,f7f6,c4c5,e6e5,f3d2,h8e8,d2b3,d7f8,b3a5,a8a7,b2b6,f8d7,b6c6,a7a8,c6d6,e5d4,c3d4,b7b6,a5c6,e7f7,e2h5,f7f8,h5e8,f8e8,c5b6,d7b6,d6f6,b6c4,f6h6,a6a5,a1a4,c4b2,a4a5,a8a5,c6a5,c8d7,a5b7,b2c4,b7c5,d7b5,h6g6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,jasrom,chessmachined,0-1,2193,2146,180+2,12:31:25 PST,chessmachined won on time,"e2e4,c7c5,b1c3,b8c6,f2f4,g7g6,g1f3,f8g7,f1b5,c6d4,e1g1,a7a6,b5c4,d7d6,d2d3,e7e6,f3d4,c5d4,c3e2,g8e7,d1e1,d6d5,c4b3,d5e4,d3e4,b7b5,c1d2,d8b6,g1h1,a6a5,a2a3,c8b7,e2g3,e8g8,f4f5,e6f5,e4f5,b6c6,e1f2,a5a4,b3a2,e7f5,g3f5,g6f5,f2g3,c6c2,d2b4,f8e8,f1f2,c2c6,a1g1,c6g6,g3c7,b7e4,h2h3,a8c8,c7f4,g6h5,h1h2,g7e5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,AlexanderL,DARIO555,1-0,2401,2198,180+2,12:31:38 PST,AlexanderL won by resignation,"d2d4,d7d6,g1f3,c8g4,c2c4,g4f3,e2f3,c7c6,b1c3,g8f6,g2g3,e7e6,d4d5,e6d5,c4d5,c6c5,d1e2,f8e7,e2b5,d8d7,f1h3,d7b5,c3b5,e8d8,c1f4,f6e8,a2a4,a7a6,b5a3,b7b6,a3c4,d8c7,e1g1,g7g5,f1e1,e7f6,e1e8,h8e8,f4d6,c7b7,d6c5,f6e7,c5b6,e7b4,a4a5,e8e7,a1c1,b8d7,d5d6,d7b6,c4b6,b4d6,b6a8,b7a8,c1c6,e7e1,g1g2,d6b8,c6a6,b8a7,h3f5,e1e2,f5h7,e2b2,g2h3,b2f2,h7e4,a8b8,a6f6,f2a2,a5a6,a7g1,h3g4,g1h2,f6f7,a2a6,f7b7,b8c8,b7h7,h2g1,e4b7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,Imre91,KestutisLabeckas,1-0,2545,2386,180+2,12:31:49 PST,Imre91 won by checkmate,"c2c4,c7c6,d2d4,d7d5,g1f3,g8f6,d1c2,g7g6,c1f4,f8g7,e2e3,e8g8,f1d3,d5c4,d3c4,c8f5,c2b3,d8b6,b1c3,b8d7,h2h3,f6e4,e1g1,b6b3,c4b3,e4c3,b2c3,h7h6,f1e1,g6g5,f4g3,f5e4,f3d2,e4g6,e3e4,e7e5,d2f3,e5d4,c3d4,f8e8,e4e5,a8d8,a1d1,d7b6,e5e6,f7e6,h3h4,g5h4,g3h4,d8a8,f3e5,g7e5,e1e5,b6d5,d1e1,g8f7,f2f3,a7a5,a2a3,a5a4,b3a2,b7b5,e1c1,a8a6,h4e1,e8e7,g2g3,a6b6,g1f2,f7f6,e1d2,f6g7,c1h1,h6h5,h1e1,g7f7,g3g4,h5g4,f3g4,b6b8,f2g3,g6c2,d2g5,e7e8,e1e2,c2b3,a2b1,e8g8,e2f2,f7e8,e5e6,e8d7,e6e5,b8e8,f2f7,d7d6,b1f5,e8e5,f7d7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,MartinZumsande,zmaj23,1-0,2235,2104,180+2,12:31:55 PST,MartinZumsande won on time,"e2e4,c7c5,c2c3,g8f6,e4e5,f6d5,d2d4,c5d4,g1f3,d7d6,c3d4,b8c6,f1c4,d5b6,c4b5,d6e5,f3e5,c8d7,e5d7,d8d7,b1c3,e7e6,e1g1,a8d8,a2a4,f8e7,a4a5,b6d5,a5a6,d5c7,a6b7,c7b5,c3b5,d7b7,d1a4,e8g8,c1e3,e7f6,f1d1,d8d7,h2h3,f8b8,b5c3,c6b4,c3e4,b7e4,a4d7,b4c2,d7a7,b8f8,a1a3,c2a3,a7a3,e4c2,d1c1,c2e2,b2b4,e6e5,d4e5,f6e5,a3b3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,ItalianMachine,AungTZ,1-0,2164,2001,180+2,12:32:15 PST,ItalianMachine won by resignation,"e2e4,c7c5,g1f3,b8c6,d2d3,g8f6,b1c3,d7d5,c1g5,d5e4,d3e4,d8d1,a1d1,c8g4,c3b5,a8c8,g5f4,g4f3,g2f3,e7e5,f4g3,a7a6,b5c3,f8e7,c3d5,c6d4,f1h3,c8c6,c2c3,d4f3,e1e2,f3g5,d5f6,c6f6,h3g2,e7d6,d1d5,e8g8,h1d1,d6b8,d5c5,g5e6,c5d5,e6f4,g3f4,e5f4,d5d8,f4f3,g2f3,b8h2,d8f8,g8f8,d1d7,b7b5,d7b7,g7g6,f3g4,h7h5,g4c8,h5h4,b7a7,h2b8,a7a6,f6a6,c8a6,b5b4,c3b4,h4h3,e2f3,h3h2,f3g2,f8e7,a6c4,f7f6,a2a4,g6g5,a4a5,b8c7,a5a6,c7b6,f2f3,e7d6,g2h2,d6e5,h2g3,e5d4,c4f1,d4e3,g3g4,e3f2,f1c4,f2e3,c4d5,e3d4,g4f5,d4e3,f5f6,e3f3,e4e5,f3f4,e5e6,b6d8,e6e7,d8e7,f6e7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,7,GedoGluperd,oggy1984,1-0,2303,2139,180+2,12:32:41 PST,GedoGluperd won by resignation,"d2d4,g8f6,c1g5,d7d5,g5f6,e7f6,e2e3,c8e6,b1d2,f8d6,g2g3,e8g8,f1g2,b8d7,g1e2,f6f5,e1g1,d7f6,b2b3,c7c6,c2c4,f6e4,c4c5,d6c7,b3b4,a7a6,d2b3,g8h8,a2a4,d8d7,d1d3,g7g5,f2f4,g5g4,a1a2,h7h5,f1a1,h5h4,b4b5,h4g3,h2g3,h8g7,b3d2,f8h8,b5a6,a8a6,a2b2,a6a7,d3c2,d7e8,a1b1,e6c8,d2e4,f5e4,g1f2,h8h2,b1h1,h2h1,g2h1,e8h8,b2b1,f7f5,h1g2,h8f8,b1h1,g7g6,c2d1,f8g7,h1h2,c8e6,d1h1,e6g8,e2c3,c7a5,h2h5,g6f7,c3e2,g7f6,h5h6,f6g7,h1h5,f7f8,h5f5,f8e8,h6g6,g7f7,f5e5"
